"ip789.unr Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.2.1) Gecko/20030225",1965,14,140,"null"
"ip364.unr Mozilla/4.0 (compatible;)",5400,3,1800,"null"
"ip2043.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip892.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1818,8,227,"null"
"ip612.is Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1890,32,59,"null"
"ip574.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.10) Gecko/20050716 Firefox/1.0.6",1802,9,200,"null"
"ip1247.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",2079,23,90,"null"
"ip397.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",2076,5,415,"null"
"ip838.au Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1802,5,360,"null"
"ip838.au Mozilla/3.01 (compatible;)",3601,11,330,"null"
"ip1328.unr Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt; empas)",4015,3,1453,"null"
"ip732.br Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1805,2,902,"null"
"ip1367.ca Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051107 Firefox/1.5",1801,15,120,"null"
"ip1292.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; TencentTraveler )",2557,27,94,"null"
"ip635.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",2297,49,46,"null"
"ip159.nl Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1856,34,54,"null"
"ip718.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1803,13,138,"null"
"ip229.de findlinks/1.06 (+http://wortschatz.uni-leipzig.de/findlinks/)",5400,3,1800,"null"
"ip902.in Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1803,2,901,"null"
"ip1676.net Mozilla/4.0 (compatible; ChangeDetection/1.0 (admin@ChangeDetection.com))",3600,2,1800,"null"
"ip290.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.7) Gecko/20050414 Firefox/1.0.3",1918,3,639,"null"
"ip1347.jp Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; .NET CLR 1.1.4322)",1860,47,39,"null"
"ip2433.net Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4) Larbin/2.6.3 larbin@unspecified.mail",1929,2,964,"null"
"ip1980.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1440.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1816,28,64,"null"
"ip2191.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",4006,110,36,"null"
"ip733.br Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1899,36,52,"null"
"ip70.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",1802,7,257,"null"
"ip1325.net Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; (R1 1.5))",1911,17,112,"null"
"ip2310.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip837.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1804,10,180,"null"
"ip244.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; InfoPath.1)",1804,14,128,"null"
"ip2064.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,3,1350,"null"
"ip725.br Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; InfoPath.1)",2050,53,38,"null"
"ip910.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1802,12,150,"null"
"ip724.br Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; InfoPath.1)",1817,20,90,"null"
"ip2353.nl Mozilla/5.0 (Windows; U; Windows NT 5.1; nl-NL; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1801,7,257,"null"
"ip1142.net Mozilla/5.0 (Macintosh; U; PPC Mac OS X; de-de) AppleWebKit/312.1 (KHTML, like Gecko) Safari/312",2044,24,85,"null"
"ip1861.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip2392.fi Mozilla/5.0 (Windows; U; Windows NT 5.1; fi-FI; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1802,15,120,"null"
"ip1544.om Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)",1834,22,83,"null"
"ip1151.jo Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1825,7,260,"null"
"ip1462.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; ja-JP; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",3602,6,600,"null"
"ip1339.jp Mozilla/5.0 (Windows; U; Windows NT 5.1; ja-JP; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1883,25,75,"null"
"ip271.au Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1803,11,163,"null"
"ip823.com SpiderMan",5400,3,1800,"null"
"ip1353.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1959,26,75,"null"
"ip551.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1801,14,128,"null"
"ip2405.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90)",1801,13,138,"null"
"ip2334.pl Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1803,7,257,"null"
"ip410.hu Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; en) Opera 8.50",1800,2,900,"null"
"ip1264.hu Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)",1855,28,66,"null"
"ip306.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1801,3,600,"null"
"ip1289.unr Mozilla/5.0 (X11; Linux i686; U; zh-cn) Opera 8.5",1829,10,182,"null"
"ip2464.nl Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",3610,20,947,"null"
"ip321.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1802,14,128,"null"
"ip792.net Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",1966,23,85,"null"
"ip2399.net Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; DigExt)",5400,3,1800,"null"
"ip1321.tw Mozilla/4.0 (compatible;)",7200,4,1800,"null"
"ip117.uk Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.8) Gecko/20050511",1967,16,122,"null"
"ip122.dk Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",1801,11,163,"null"
"ip896.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",2086,17,122,"null"
"ip599.pl NutchCVS/0.7 (Nutch; http://lucene.apache.org/nutch/bot.html; nutch-agent@lucene.apache.org)",1803,2,901,"null"
"ip132.de Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050920 Firefox/1.0.7 SUSE/1.0.7-0.1",1804,9,200,"null"
"ip2426.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",1802,13,138,"null"
"ip1651.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; .NET CLR 1.1.4322)",5877,41,199,"null"
"ip1504.net Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.10) Gecko/20050716 Firefox/1.0.6",2304,15,153,"null"
"ip1238.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1811,6,301,"null"
"ip1609.unr Gigabot/2.0",2021,2,1010,"null"
"ip94.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)",1808,10,180,"null"
"ip1680.com http://www.almaden.ibm.com/cs/crawler [hc5]",1810,3,603,"null"
"ip1404.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",1803,15,120,"null"
"ip2231.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1811,9,201,"null"
"ip1806.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1811,12,150,"null"
"ip2062.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip1523.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",4361,82,53,"null"
"ip1945.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",1800,2,900,"null"
"ip1217.us Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",1910,2,955,"null"
"ip1514.unr NaverBot-1.0 (NHN Corp. / +82-2-3011-1989 / nhnbot@naver.com)",1886,8,235,"null"
"ip1178.by Mozilla/3.0 (compatible;)",1810,2,905,"null"
"ip94.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; ko-KR; rv:1.7.7) Gecko/20050414 Firefox/1.0.3",1832,37,49,"null"
"ip299.edu Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.8) Gecko/20050511 Firefox/1.0.4",1800,15,120,"null"
"ip1278.jp Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1801,7,257,"null"
"ip1186.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 4.0)",1803,7,257,"null"
"ip1444.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",2585,69,37,"null"
"ip2323.be Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/412.7 (KHTML, like Gecko) Safari/412.5",1801,9,200,"null"
"ip506.ar Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.10) Gecko/20050716 Firefox/1.0.6",2279,36,63,"null"
"ip1522.it Mozilla/5.0 (Windows; U; Windows NT 5.1; it-IT; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1806,9,200,"null"
"ip1157.unr Mozilla/5.0 (Windows; U; Windows NT 5.0; de-DE; rv:1.7.5) Gecko/20041122 Firefox/1.0",2198,44,49,"null"
"ip1541.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 1.0.3705)",1803,10,180,"null"
"ip219.fr Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.7) Gecko/20050511",7212,52,144,"null"
"ip235.tw Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",2110,35,60,"null"
"ip1481.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",4048,50,80,"null"
"ip2384.pt Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1830,25,73,"null"
"ip121.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; da-DK; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1801,11,163,"null"
"ip929.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1800,3,600,"null"
"ip1473.in Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)",1806,14,129,"null"
"ip1882.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip583.at Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1801,11,163,"null"
"ip2451.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",2452,3,817,"null"
"ip71.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Hewlett-Packard; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",3391,73,46,"null"
"ip595.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1892,25,75,"null"
"ip805.sg Mozilla/3.0 (compatible; WebMon 1.0.10; Windows XP)",5400,3,1800,"null"
"ip268.net Mozilla/4.0 (compatible; MSIE 6.0; Windows 98; .NET CLR 1.1.4322)",1806,26,69,"null"
"ip2325.fi Mozilla/5.0 (Windows; U; Windows NT 5.1; en-GB; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1802,15,120,"null"
"ip603.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1840,24,76,"null"
"ip605.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2358,89,26,"null"
"ip604.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1801,18,100,"null"
"ip563.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1803,12,150,"null"
"ip597.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1820,21,86,"null"
"ip606.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1922,26,73,"null"
"ip1188.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; iebar; acc=ntdll; .NET CLR 1.1.4322)",3604,21,171,"null"
"ip607.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2321,37,62,"null"
"ip555.com Mozilla/4.0 (compatible;)",3600,2,1800,"null"
"ip2346.be Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2108,22,95,"null"
"ip608.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2419,43,56,"null"
"ip1967.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",7200,4,1800,"null"
"ip1796.com Mozilla/5.0 (compatible; LinksManager.com_bot +http://linksmanager.com/linkchecker.html)",1870,3,623,"null"
"ip112.edu Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1801,9,200,"null"
"ip2441.de Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050920 Firefox/1.0.7 SUSE/1.0.7-0.1",3604,12,400,"null"
"ip1160.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1801,2,900,"null"
"ip393.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1904,6,317,"null"
"ip1312.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; .NET CLR 1.1.4322)",7459,74,124,"null"
"ip885.th Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1818,26,69,"null"
"ip393.com Mozilla/4.0 (compatible;)",1976,4,494,"null"
"ip173.DE Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1801,9,200,"null"
"ip1657.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",1801,8,225,"null"
"ip1168.it Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1844,22,83,"null"
"ip587.it Mozilla/5.0 (Windows; U; Windows NT 5.1; it-IT; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1804,12,150,"null"
"ip2424.net Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",1940,2,970,"null"
"ip223.de Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.6) Gecko/20040113",1822,10,182,"null"
"ip272.de Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.11) Gecko/20050728",1813,23,78,"null"
"ip2041.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip2363.net Mozilla/5.0 (Windows; U; Windows NT 5.1; it-IT; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1969,28,70,"null"
"ip98.de Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT; rv:1.3) Gecko/20030312",1940,55,35,"null"
"ip2391.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; .NET CLR 2.0.50215)",1851,6,308,"null"
"ip1154.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; T312461; .NET CLR 1.1.4322)",1801,9,200,"null"
"ip751.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; es-AR; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1803,4,450,"null"
"ip1236.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; iebar; acc=ntdll; .NET CLR 1.1.4322)",4164,26,160,"null"
"ip1543.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1801,5,360,"null"
"ip940.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",3608,41,97,"null"
"ip2361.it Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; .NET CLR 1.0.3705; InfoPath.1; .NET CLR 2.0.50727)",1802,14,128,"null"
"ip676.net Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; .NET CLR 1.1.4322)",1801,7,257,"null"
"ip721.br Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",2147,28,76,"null"
"ip15.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1963,34,57,"null"
"ip1324.au Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; iebar)",1802,8,225,"null"
"ip2126.net Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.6) Gecko/20050317 Firefox/1.0.2",1803,9,200,"null"
"ip245.tw Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1802,8,225,"null"
"ip1551.cz Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; CSIE60SP02; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",1920,23,83,"null"
"ip1149.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1801,8,225,"null"
"ip1822.unr MJ12bot/v1.0.5 (http://majestic12.co.uk/bot.php?+)",3837,303,12,"null"
"ip49.mil Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; .NET CLR 2.0.50215; InfoPath.1)",1917,16,119,"null"
"ip2195.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; .NET CLR 1.0.3705)",1803,11,163,"null"
"ip777.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Maxthon; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",2093,18,116,"null"
"ip1500.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",1806,13,138,"null"
"ip316.invalid Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; provided by PC Utilities)",1963,3,654,"null"
"ip2336.net Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/416.11 (KHTML, like Gecko) Safari/416.12",1802,8,225,"null"
"ip550.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.0.3705)",2058,45,45,"null"
"ip2114.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",2799,2,1399,"null"
"ip1797.unr Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",1801,4,450,"null"
"ip122.dk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; en) Opera 8.50",1809,2,904,"null"
"ip1337.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1802,3,600,"null"
"ip2102.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip1350.unr Mozilla/5.0 (Windows; U; Windows NT 5.0; zh-CN; rv:1.7.10) Gecko/20050717 Firefox/1.0.6 (ax)",3945,14,539,"null"
"ip928.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1803,10,180,"null"
"ip592.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",3660,11,334,"null"
"ip69.edu Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; InfoPath.1)",1848,34,54,"null"
"ip1024.com PageBitesHyperBot/600 (http://www.pagebites.com/)",5559,4,1526,"null"
"ip626.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1803,27,66,"null"
"ip1787.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Alexa Toolbar; mxie; KKman3.0)",2483,2,1241,"null"
"ip1344.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",2766,26,106,"null"
"ip1273.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Alexa Toolbar; mxie; KKman3.0)",2483,34,73,"null"
"ip505.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Maxthon; .NET CLR 1.1.4322)",1811,8,226,"null"
"ip584.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2855,29,98,"null"
"ip633.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1802,13,138,"null"
"ip1788.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1843,49,37,"null"
"ip1868.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",5400,3,1800,"null"
"ip1878.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1296.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322)",2013,33,61,"null"
"ip853.unr Mozilla/3.0 (compatible)",2241,2,1120,"null"
"ip507.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",2037,39,52,"null"
"ip1991.com Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",3600,2,1800,"null"
"ip1382.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1800,2,900,"null"
"ip496.edu Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.12) Gecko/20050923 Fedora/1.7.12-1.5.1",3513,13,270,"null"
"ip1069.us Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",3709,34,111,"null"
"ip1494.jp Mozilla/5.0 (Windows; U; Windows NT 5.1; ja-JP; rv:1.7.8) Gecko/20050511 Firefox/1.0.4",1803,15,120,"null"
"ip2404.uk Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Supplied by blueyonder; .NET CLR 1.1.4322)",1801,11,163,"null"
"ip2395.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1801,13,138,"null"
"ip2371.it Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; snprtz|T04091554300007; .NET CLR 1.1.4322)",1801,2,900,"null"
"ip283.de Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12) Gecko/20050915 Firefox/1.0.7",1819,30,60,"null"
"ip2143.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1812,13,139,"null"
"ip171.jp Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; .NET CLR 1.0.3705)",1885,28,67,"null"
"ip1437.in Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.7) Gecko/20050414 Firefox/1.0.3",2014,17,118,"null"
"ip2138.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",1801,14,128,"null"
"ip868.in Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",3603,3,1350,"null"
"ip946.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; TRPIT; .NET CLR 1.1.4322)",1800,8,225,"null"
"ip898.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.1.4322)",2164,18,120,"null"
"ip431.fr Mozilla/5.0 (Windows; U; Windows NT 5.0; fr-FR; rv:1.7.12) Gecko/20050919 Firefox/1.0.7",1826,21,86,"null"
"ip89.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)",5617,137,69,"null"
"ip1343.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)",3152,4,788,"null"
"ip1698.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; T312461)",1950,15,130,"null"
"ip2226.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; T312461)",1951,7,278,"null"
"ip2367.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; MyIE2)",1907,24,79,"null"
"ip1197.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1802,9,200,"null"
"ip941.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; .NET CLR 1.1.4322)",2295,87,26,"null"
"ip601.com Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; (R1 1.5))",2024,10,202,"null"
"ip658.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",1861,2,930,"null"
"ip1464.unr Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)",1828,14,130,"null"
"ip1391.net Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; H010818; (R1 1.5); .NET CLR 1.0.3705; .NET CLR 1.1.4322)",1801,6,300,"null"
